Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
14_01__kitchen_pan__0S0NS5C6.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_01__kitchen_still__01YF7VQM.mp4,1,0,31,31,0,0,0,100
14_01__outside_talking_still_laughing__01YF7VQM.mp4,1,9,22,31,0,0,29.03225806,70.96774194
14_01__talking_angry_couch__0S0NS5C6.mp4,1,0,31,31,0,0,0,100
14_01__walking_and_outside_surprised__01YF7VQM.mp4,1,0,31,31,0,0,0,100
14_01__walking_outside_cafe_disgusted__01YF7VQM.mp4,0,31,0,31,0,100,100,0
14_02__exit_phone_room__3IUBEKCT.mp4,0,27,4,31,0,100,87.09677419,12.90322581
14_02__kitchen_pan__3IUBEKCT.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_02__outside_talking_pan_laughing__3IUBEKCT.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_02__podium_speech_happy__3IUBEKCT.mp4,1,0,31,31,0,0,0,100
14_02__secret_conversation__3IUBEKCT.mp4,1,0,31,31,0,0,0,100
14_02__walking_and_outside_surprised__3IUBEKCT.mp4,1,0,31,31,0,0,0,100
14_02__walking_outside_cafe_disgusted__3IUBEKCT.mp4,0,28,3,31,0,100,90.32258065,9.677419355
14_03__exit_phone_room__0O9TTCJT.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_03__exit_phone_room__7JPPCV50.mp4,0,31,0,31,0,100,100,0
14_03__exit_phone_room__KJ221YN0.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_03__hugging_happy__PLCQJM81.mp4,1,0,31,31,0,0,0,100
14_03__hugging_happy__ZC2KYASW.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_03__kitchen_still__0O9TTCJT.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_03__kitchen_still__Q9NSXM88.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_03__outside_talking_pan_laughing__H0VQHGS3.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_03__outside_talking_still_laughing__KJ221YN0.mp4,0,17,14,31,0,100,54.83870968,45.16129032
14_03__secret_conversation__0O9TTCJT.mp4,1,0,31,31,0,0,0,100
14_03__secret_conversation__KJ221YN0.mp4,1,0,31,31,0,0,0,100
14_03__secret_conversation__L0GHYIFS.mp4,1,0,31,31,0,0,0,100
14_03__talking_against_wall__38OVCK3X.mp4,1,0,31,31,0,0,0,100
14_03__talking_against_wall__P1L5PF4I.mp4,1,0,31,31,0,0,0,100
14_03__talking_angry_couch__L0GHYIFS.mp4,1,0,31,31,0,0,0,100
14_03__walking_and_outside_surprised__38OVCK3X.mp4,1,0,31,31,0,0,0,100
14_03__walking_and_outside_surprised__P1L5PF4I.mp4,1,0,31,31,0,0,0,100
14_03__walking_down_indoor_hall_disgust__KJ221YN0.mp4,1,0,31,31,0,0,0,100
14_03__walking_down_street_outside_angry__L0GHYIFS.mp4,1,0,31,31,0,0,0,100
14_03__walking_down_street_outside_angry__PLCQJM81.mp4,1,0,31,31,0,0,0,100
14_03__walking_outside_cafe_disgusted__PLCQJM81.mp4,0,28,3,31,0,100,90.32258065,9.677419355
14_03__walk_down_hall_angry__7JPPCV50.mp4,0,31,0,31,0,100,100,0
14_06__hugging_happy__8U9ULZDT.mp4,1,3,28,31,0,0,9.677419355,90.32258065
14_06__kitchen_still__8U9ULZDT.mp4,1,0,31,31,0,0,0,100
14_06__outside_talking_pan_laughing__8U9ULZDT.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_06__outside_talking_still_laughing__8U9ULZDT.mp4,0,19,12,31,0,100,61.29032258,38.70967742
14_06__podium_speech_happy__8U9ULZDT.mp4,1,0,31,31,0,0,0,100
14_06__secret_conversation__8U9ULZDT.mp4,1,0,31,31,0,0,0,100
14_06__walking_and_outside_surprised__8U9ULZDT.mp4,1,0,31,31,0,0,0,100
14_06__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,1,0,31,31,0,0,0,100
14_07__exit_phone_room__P9QFO50U.mp4,0,27,4,31,0,100,87.09677419,12.90322581
14_07__hugging_happy__P9QFO50U.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_07__hugging_happy__VOX29AK0.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_07__outside_talking_pan_laughing__P9QFO50U.mp4,1,0,31,31,0,0,0,100
14_07__outside_talking_still_laughing__P9QFO50U.mp4,0,21,10,31,0,100,67.74193548,32.25806452
14_07__podium_speech_happy__P9QFO50U.mp4,1,0,31,31,0,0,0,100
14_07__podium_speech_happy__VOX29AK0.mp4,1,0,31,31,0,0,0,100
14_07__secret_conversation__P9QFO50U.mp4,1,0,31,31,0,0,0,100
14_07__talking_against_wall__P9QFO50U.mp4,1,0,31,31,0,0,0,100
14_07__walking_down_indoor_hall_disgust__P9QFO50U.mp4,1,0,31,31,0,0,0,100
14_07__walking_down_street_outside_angry__VOX29AK0.mp4,1,0,31,31,0,0,0,100
14_07__walk_down_hall_angry__P9QFO50U.mp4,0,31,0,31,0,100,100,0
14_09__hugging_happy__6TEK3ZX0.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_09__talking_angry_couch__6TEK3ZX0.mp4,1,0,31,31,0,0,0,100
14_09__walking_down_indoor_hall_disgust__6TEK3ZX0.mp4,1,0,31,31,0,0,0,100
14_09__walking_down_street_outside_angry__6TEK3ZX0.mp4,1,0,31,31,0,0,0,100
14_09__walking_outside_cafe_disgusted__6TEK3ZX0.mp4,0,28,3,31,0,100,90.32258065,9.677419355
14_12__outside_talking_pan_laughing__Z7EWFA0P.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_12__podium_speech_happy__Z7EWFA0P.mp4,1,0,31,31,0,0,0,100
14_12__walk_down_hall_angry__Z7EWFA0P.mp4,0,31,0,31,0,100,100,0
14_13__hugging_happy__KMQ3AW6A.mp4,1,5,26,31,0,0,16.12903226,83.87096774
14_13__kitchen_still__KMQ3AW6A.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_13__outside_talking_pan_laughing__KMQ3AW6A.mp4,1,5,26,31,0,0,16.12903226,83.87096774
14_13__podium_speech_happy__KMQ3AW6A.mp4,1,0,31,31,0,0,0,100
14_13__talking_against_wall__KMQ3AW6A.mp4,1,0,31,31,0,0,0,100
14_13__talking_angry_couch__KMQ3AW6A.mp4,1,0,31,31,0,0,0,100
14_13__walking_down_indoor_hall_disgust__KMQ3AW6A.mp4,1,0,31,31,0,0,0,100
14_13__walking_outside_cafe_disgusted__KMQ3AW6A.mp4,0,31,0,31,0,100,100,0
14_13__walk_down_hall_angry__KMQ3AW6A.mp4,0,31,0,31,0,100,100,0
14_15__exit_phone_room__OMLZILK3.mp4,0,24,7,31,0,100,77.41935484,22.58064516
14_15__hugging_happy__3FRJCJ0V.mp4,1,4,27,31,0,0,12.90322581,87.09677419
14_15__hugging_happy__4SO1CSAM.mp4,1,0,31,31,0,0,0,100
14_15__hugging_happy__OMLZILK3.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_15__kitchen_pan__RF38N10R.mp4,1,4,27,31,0,0,12.90322581,87.09677419
14_15__outside_talking_pan_laughing__3FRJCJ0V.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_15__outside_talking_pan_laughing__OMLZILK3.mp4,1,0,31,31,0,0,0,100
14_15__outside_talking_still_laughing__4SO1CSAM.mp4,1,13,18,31,0,0,41.93548387,58.06451613
14_15__outside_talking_still_laughing__RNHLLKSQ.mp4,1,15,16,31,0,0,48.38709677,51.61290323
14_15__podium_speech_happy__RF38N10R.mp4,1,0,31,31,0,0,0,100
14_15__secret_conversation__OMLZILK3.mp4,1,0,31,31,0,0,0,100
14_15__talking_against_wall__3FRJCJ0V.mp4,1,0,31,31,0,0,0,100
14_15__talking_against_wall__RNHLLKSQ.mp4,1,0,31,31,0,0,0,100
14_15__talking_angry_couch__RF38N10R.mp4,1,0,31,31,0,0,0,100
14_15__walking_and_outside_surprised__OMLZILK3.mp4,1,0,31,31,0,0,0,100
14_15__walking_down_street_outside_angry__OMLZILK3.mp4,1,0,31,31,0,0,0,100
14_18__exit_phone_room__0YRBHIKG.mp4,0,31,0,31,0,100,100,0
14_18__hugging_happy__0YRBHIKG.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_18__hugging_happy__MAEROFMR.mp4,1,4,27,31,0,0,12.90322581,87.09677419
14_18__kitchen_pan__A5A1Q467.mp4,1,4,27,31,0,0,12.90322581,87.09677419
14_18__kitchen_pan__HYMNQ00Q.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_18__kitchen_still__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__kitchen_still__A5A1Q467.mp4,1,0,31,31,0,0,0,100
14_18__outside_talking_still_laughing__6SB2BR0A.mp4,0,21,10,31,0,100,67.74193548,32.25806452
14_18__podium_speech_happy__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__secret_conversation__A5A1Q467.mp4,1,0,31,31,0,0,0,100
14_18__talking_against_wall__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__talking_against_wall__A5A1Q467.mp4,1,0,31,31,0,0,0,100
14_18__talking_angry_couch__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__talking_angry_couch__A5A1Q467.mp4,1,0,31,31,0,0,0,100
14_18__walking_and_outside_surprised__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__walking_and_outside_surprised__6SB2BR0A.mp4,1,0,31,31,0,0,0,100
14_18__walking_and_outside_surprised__A5A1Q467.mp4,1,0,31,31,0,0,0,100
14_18__walking_down_indoor_hall_disgust__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
14_18__walking_outside_cafe_disgusted__0YRBHIKG.mp4,0,31,0,31,0,100,100,0
14_18__walking_outside_cafe_disgusted__6SB2BR0A.mp4,0,31,0,31,0,100,100,0
14_18__walk_down_hall_angry__A5A1Q467.mp4,0,31,0,31,0,100,100,0
14_20__exit_phone_room__B014BKVO.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_20__hugging_happy__B014BKVO.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_20__kitchen_pan__R7SPX6OK.mp4,1,4,27,31,0,0,12.90322581,87.09677419
14_20__outside_talking_pan_laughing__R7SPX6OK.mp4,1,3,28,31,0,0,9.677419355,90.32258065
14_20__podium_speech_happy__B014BKVO.mp4,1,0,31,31,0,0,0,100
14_20__podium_speech_happy__R7SPX6OK.mp4,1,0,31,31,0,0,0,100
14_20__secret_conversation__B014BKVO.mp4,1,0,31,31,0,0,0,100
14_20__talking_against_wall__R7SPX6OK.mp4,1,0,31,31,0,0,0,100
14_20__talking_angry_couch__B014BKVO.mp4,1,0,31,31,0,0,0,100
14_20__talking_angry_couch__R7SPX6OK.mp4,1,0,31,31,0,0,0,100
14_20__walking_and_outside_surprised__B014BKVO.mp4,1,0,31,31,0,0,0,100
14_20__walking_down_indoor_hall_disgust__R7SPX6OK.mp4,1,0,31,31,0,0,0,100
14_20__walking_down_street_outside_angry__3HWOJRAM.mp4,1,0,31,31,0,0,0,100
14_20__walking_down_street_outside_angry__B014BKVO.mp4,1,0,31,31,0,0,0,100
14_20__walking_outside_cafe_disgusted__3HWOJRAM.mp4,0,31,0,31,0,100,100,0
14_20__walk_down_hall_angry__B014BKVO.mp4,0,31,0,31,0,100,100,0
14_20__walk_down_hall_angry__R7SPX6OK.mp4,0,31,0,31,0,100,100,0
14_21__exit_phone_room__IRKML4J0.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_21__hugging_happy__N0WM4GSV.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_21__kitchen_still__IRKML4J0.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_21__outside_talking_still_laughing__IRKML4J0.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_21__outside_talking_still_laughing__N0WM4GSV.mp4,0,19,12,31,0,100,61.29032258,38.70967742
14_21__podium_speech_happy__IRKML4J0.mp4,1,0,31,31,0,0,0,100
14_21__podium_speech_happy__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
14_21__secret_conversation__IRKML4J0.mp4,1,0,31,31,0,0,0,100
14_21__secret_conversation__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
14_21__talking_angry_couch__IRKML4J0.mp4,1,0,31,31,0,0,0,100
14_21__talking_angry_couch__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
14_21__walking_and_outside_surprised__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
14_21__walking_down_street_outside_angry__N0WM4GSV.mp4,1,0,31,31,0,0,0,100
14_21__walking_outside_cafe_disgusted__N0WM4GSV.mp4,0,31,0,31,0,100,100,0
14_21__walk_down_hall_angry__N0WM4GSV.mp4,0,31,0,31,0,100,100,0
14_26__exit_phone_room__SU8SAHTT.mp4,0,25,6,31,0,100,80.64516129,19.35483871
14_26__kitchen_pan__ILLP29ZH.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_26__kitchen_pan__SU8SAHTT.mp4,1,1,30,31,0,0,3.225806452,96.77419355
14_26__kitchen_still__ILLP29ZH.mp4,1,2,29,31,0,0,6.451612903,93.5483871
14_26__outside_talking_still_laughing__ILLP29ZH.mp4,0,26,5,31,0,100,83.87096774,16.12903226
14_26__podium_speech_happy__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
14_26__secret_conversation__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
14_26__secret_conversation__SU8SAHTT.mp4,1,0,31,31,0,0,0,100
14_26__talking_against_wall__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
14_26__talking_angry_couch__ILLP29ZH.mp4,1,0,31,31,0,0,0,100
14_26__talking_angry_couch__SU8SAHTT.mp4,1,0,31,31,0,0,0,100
14_26__walking_outside_cafe_disgusted__ILLP29ZH.mp4,0,29,2,31,0,100,93.5483871,6.451612903
14_26__walk_down_hall_angry__ILLP29ZH.mp4,0,31,0,31,0,100,100,0
14_27__exit_phone_room__0KSONKQ2.mp4,0,27,4,31,0,100,87.09677419,12.90322581
14_27__outside_talking_pan_laughing__0KSONKQ2.mp4,1,3,28,31,0,0,9.677419355,90.32258065
15_01__exit_phone_room__02HILKYO.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_01__hugging_happy__02HILKYO.mp4,1,0,31,31,0,0,0,100
15_01__kitchen_pan__02HILKYO.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_01__kitchen_still__02HILKYO.mp4,0,31,0,31,0,100,100,0
15_01__outside_talking_pan_laughing__02HILKYO.mp4,0,27,4,31,0,100,87.09677419,12.90322581
15_01__outside_talking_still_laughing__02HILKYO.mp4,0,31,0,31,0,100,100,0
15_01__podium_speech_happy__02HILKYO.mp4,1,2,29,31,0,0,6.451612903,93.5483871
15_01__talking_angry_couch__02HILKYO.mp4,1,0,31,31,0,0,0,100
15_01__walking_and_outside_surprised__02HILKYO.mp4,1,0,31,31,0,0,0,100
15_01__walking_down_street_outside_angry__02HILKYO.mp4,1,0,31,31,0,0,0,100
15_01__walk_down_hall_angry__02HILKYO.mp4,0,31,0,31,0,100,100,0
15_02__exit_phone_room__HTG660F8.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_02__exit_phone_room__I8G2LWD1.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_02__exit_phone_room__MZWH8ATN.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_02__exit_phone_room__XNJIS4S3.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_02__hugging_happy__HTG660F8.mp4,1,0,31,31,0,0,0,100
15_02__hugging_happy__MZWH8ATN.mp4,1,0,31,31,0,0,0,100
15_02__hugging_happy__SB6PMCO0.mp4,1,0,31,31,0,0,0,100
15_02__hugging_happy__XNJIS4S3.mp4,1,0,31,31,0,0,0,100
15_02__kitchen_still__HTG660F8.mp4,0,31,0,31,0,100,100,0
15_02__kitchen_still__I8G2LWD1.mp4,0,31,0,31,0,100,100,0
15_02__kitchen_still__SB6PMCO0.mp4,0,31,0,31,0,100,100,0
15_02__outside_talking_pan_laughing__I8G2LWD1.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_02__outside_talking_pan_laughing__MCRFMYAE.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_02__outside_talking_still_laughing__HTG660F8.mp4,0,31,0,31,0,100,100,0
15_02__outside_talking_still_laughing__MCRFMYAE.mp4,0,31,0,31,0,100,100,0
15_02__outside_talking_still_laughing__P2FAY3DR.mp4,0,31,0,31,0,100,100,0
15_02__podium_speech_happy__I8G2LWD1.mp4,1,2,29,31,0,0,6.451612903,93.5483871
15_02__podium_speech_happy__MZWH8ATN.mp4,1,3,28,31,0,0,9.677419355,90.32258065
15_02__podium_speech_happy__N864L40U.mp4,1,0,31,31,0,0,0,100
15_02__podium_speech_happy__TSRK8QS4.mp4,1,4,27,31,0,0,12.90322581,87.09677419
15_02__podium_speech_happy__XNJIS4S3.mp4,1,3,28,31,0,0,9.677419355,90.32258065
15_02__talking_against_wall__HTG660F8.mp4,1,0,31,31,0,0,0,100
15_02__talking_against_wall__I8G2LWD1.mp4,1,0,31,31,0,0,0,100
15_02__talking_against_wall__MZWH8ATN.mp4,1,0,31,31,0,0,0,100
15_02__talking_against_wall__P2FAY3DR.mp4,1,0,31,31,0,0,0,100
15_02__talking_against_wall__TN2CWM3K.mp4,1,0,31,31,0,0,0,100
15_02__talking_against_wall__TSRK8QS4.mp4,1,0,31,31,0,0,0,100
15_02__talking_angry_couch__HTG660F8.mp4,1,0,31,31,0,0,0,100
15_02__talking_angry_couch__I8G2LWD1.mp4,1,0,31,31,0,0,0,100
15_02__walking_and_outside_surprised__HTG660F8.mp4,1,0,31,31,0,0,0,100
15_02__walking_and_outside_surprised__I8G2LWD1.mp4,1,0,31,31,0,0,0,100
15_02__walking_and_outside_surprised__MZWH8ATN.mp4,1,0,31,31,0,0,0,100
15_02__walking_and_outside_surprised__N864L40U.mp4,1,0,31,31,0,0,0,100
15_02__walking_down_indoor_hall_disgust__HTG660F8.mp4,1,0,31,31,0,0,0,100
15_02__walking_down_street_outside_angry__I8G2LWD1.mp4,1,0,31,31,0,0,0,100
15_02__walking_down_street_outside_angry__MZWH8ATN.mp4,1,0,31,31,0,0,0,100
15_02__walking_down_street_outside_angry__QYSDT9SO.mp4,1,0,31,31,0,0,0,100
15_02__walking_outside_cafe_disgusted__HTG660F8.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_02__walking_outside_cafe_disgusted__MZWH8ATN.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_02__walking_outside_cafe_disgusted__P2FAY3DR.mp4,0,18,13,31,0,100,58.06451613,41.93548387
15_02__walk_down_hall_angry__HTG660F8.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_03__exit_phone_room__GZNLO4X9.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_03__exit_phone_room__OY4I7ZU8.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_03__hugging_happy__T5SHH2UL.mp4,1,0,31,31,0,0,0,100
15_03__kitchen_pan__5C1OMK8W.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_03__kitchen_pan__AIOM1U5V.mp4,0,19,12,31,0,100,61.29032258,38.70967742
15_03__kitchen_pan__DG8ITQO3.mp4,0,18,13,31,0,100,58.06451613,41.93548387
15_03__kitchen_still__OY4I7ZU8.mp4,0,31,0,31,0,100,100,0
15_03__outside_talking_pan_laughing__AIOM1U5V.mp4,0,26,5,31,0,100,83.87096774,16.12903226
15_03__outside_talking_pan_laughing__GZNLO4X9.mp4,0,27,4,31,0,100,87.09677419,12.90322581
15_03__outside_talking_still_laughing__Y11NT1YX.mp4,0,31,0,31,0,100,100,0
15_03__podium_speech_happy__OY4I7ZU8.mp4,1,5,26,31,0,0,16.12903226,83.87096774
15_03__podium_speech_happy__Q14RO7M7.mp4,1,4,27,31,0,0,12.90322581,87.09677419
15_03__podium_speech_happy__Y11NT1YX.mp4,1,1,30,31,0,0,3.225806452,96.77419355
15_03__talking_against_wall__Q14RO7M7.mp4,1,0,31,31,0,0,0,100
15_03__talking_angry_couch__5C1OMK8W.mp4,1,0,31,31,0,0,0,100
15_03__talking_angry_couch__DNUJD8M2.mp4,1,0,31,31,0,0,0,100
15_03__talking_angry_couch__T5SHH2UL.mp4,1,0,31,31,0,0,0,100
15_03__walking_and_outside_surprised__DG8ITQO3.mp4,1,0,31,31,0,0,0,100
15_03__walking_and_outside_surprised__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
15_03__walking_down_indoor_hall_disgust__OY4I7ZU8.mp4,1,0,31,31,0,0,0,100
15_03__walking_down_street_outside_angry__DG8ITQO3.mp4,1,0,31,31,0,0,0,100
15_03__walking_outside_cafe_disgusted__GZNLO4X9.mp4,1,9,22,31,0,0,29.03225806,70.96774194
15_03__walk_down_hall_angry__5C1OMK8W.mp4,0,24,7,31,0,100,77.41935484,22.58064516
15_03__walk_down_hall_angry__AIOM1U5V.mp4,0,31,0,31,0,100,100,0
15_03__walk_down_hall_angry__DNUJD8M2.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_04__kitchen_pan__46TJ9IOJ.mp4,0,20,11,31,0,100,64.51612903,35.48387097
15_04__kitchen_still__46TJ9IOJ.mp4,0,31,0,31,0,100,100,0
15_04__outside_talking_pan_laughing__46TJ9IOJ.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_04__outside_talking_pan_laughing__7NW4Z6WZ.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_04__talking_against_wall__46TJ9IOJ.mp4,1,0,31,31,0,0,0,100
15_04__talking_against_wall__7NW4Z6WZ.mp4,1,0,31,31,0,0,0,100
15_04__talking_angry_couch__46TJ9IOJ.mp4,1,0,31,31,0,0,0,100
15_04__walking_and_outside_surprised__46TJ9IOJ.mp4,1,0,31,31,0,0,0,100
15_04__walking_down_indoor_hall_disgust__46TJ9IOJ.mp4,1,0,31,31,0,0,0,100
15_04__walking_down_street_outside_angry__46TJ9IOJ.mp4,1,0,31,31,0,0,0,100
15_04__walking_outside_cafe_disgusted__46TJ9IOJ.mp4,1,15,16,31,0,0,48.38709677,51.61290323
15_04__walk_down_hall_angry__7NW4Z6WZ.mp4,0,31,0,31,0,100,100,0
15_06__exit_phone_room__E98QYYXO.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_06__exit_phone_room__QRCD27P8.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_06__hugging_happy__E98QYYXO.mp4,1,0,31,31,0,0,0,100
15_06__hugging_happy__QRCD27P8.mp4,1,0,31,31,0,0,0,100
15_06__kitchen_pan__QRCD27P8.mp4,0,18,13,31,0,100,58.06451613,41.93548387
15_06__kitchen_still__E98QYYXO.mp4,0,31,0,31,0,100,100,0
15_06__kitchen_still__QRCD27P8.mp4,0,31,0,31,0,100,100,0
15_06__outside_talking_pan_laughing__QRCD27P8.mp4,0,27,4,31,0,100,87.09677419,12.90322581
15_06__outside_talking_still_laughing__QRCD27P8.mp4,0,31,0,31,0,100,100,0
15_06__podium_speech_happy__QRCD27P8.mp4,1,0,31,31,0,0,0,100
15_06__talking_against_wall__QRCD27P8.mp4,1,0,31,31,0,0,0,100
15_06__walking_and_outside_surprised__E98QYYXO.mp4,1,0,31,31,0,0,0,100
15_06__walking_and_outside_surprised__QRCD27P8.mp4,1,0,31,31,0,0,0,100
15_06__walking_down_indoor_hall_disgust__QRCD27P8.mp4,1,0,31,31,0,0,0,100
15_06__walking_down_street_outside_angry__YDX3GHFS.mp4,1,0,31,31,0,0,0,100
15_06__walking_outside_cafe_disgusted__QRCD27P8.mp4,0,16,15,31,0,100,51.61290323,48.38709677
15_07__exit_phone_room__UGGRZJ60.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_07__hugging_happy__9Z2MLKVX.mp4,1,0,31,31,0,0,0,100
15_07__kitchen_still__9Z2MLKVX.mp4,0,31,0,31,0,100,100,0
15_07__outside_talking_still_laughing__8MEZ98NR.mp4,0,31,0,31,0,100,100,0
15_07__outside_talking_still_laughing__KM6M2TBT.mp4,0,31,0,31,0,100,100,0
15_07__podium_speech_happy__KM6M2TBT.mp4,1,0,31,31,0,0,0,100
15_07__walking_down_indoor_hall_disgust__NYPO7U50.mp4,1,0,31,31,0,0,0,100
15_12__hugging_happy__N0SRODQD.mp4,1,0,31,31,0,0,0,100
15_12__kitchen_pan__N0SRODQD.mp4,0,20,11,31,0,100,64.51612903,35.48387097
15_12__kitchen_pan__RK17XFJ9.mp4,0,24,7,31,0,100,77.41935484,22.58064516
15_12__kitchen_still__RK17XFJ9.mp4,0,31,0,31,0,100,100,0
15_12__outside_talking_still_laughing__RK17XFJ9.mp4,0,31,0,31,0,100,100,0
15_12__podium_speech_happy__N0SRODQD.mp4,1,8,23,31,0,0,25.80645161,74.19354839
15_12__talking_angry_couch__N0SRODQD.mp4,1,0,31,31,0,0,0,100
15_12__talking_angry_couch__RK17XFJ9.mp4,1,0,31,31,0,0,0,100
15_12__walking_and_outside_surprised__N0SRODQD.mp4,1,0,31,31,0,0,0,100
15_12__walking_down_indoor_hall_disgust__N0SRODQD.mp4,1,0,31,31,0,0,0,100
15_12__walking_down_indoor_hall_disgust__RK17XFJ9.mp4,1,0,31,31,0,0,0,100
15_12__walking_down_street_outside_angry__N0SRODQD.mp4,1,0,31,31,0,0,0,100
15_12__walk_down_hall_angry__N0SRODQD.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_13__exit_phone_room__X0EIIJF7.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_13__hugging_happy__X0EIIJF7.mp4,1,0,31,31,0,0,0,100
15_13__kitchen_pan__X0EIIJF7.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_13__kitchen_still__X0EIIJF7.mp4,0,31,0,31,0,100,100,0
15_13__outside_talking_pan_laughing__X0EIIJF7.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_13__outside_talking_still_laughing__X0EIIJF7.mp4,0,31,0,31,0,100,100,0
15_13__walking_down_indoor_hall_disgust__X0EIIJF7.mp4,1,0,31,31,0,0,0,100
15_13__walking_down_street_outside_angry__X0EIIJF7.mp4,1,0,31,31,0,0,0,100
15_13__walking_outside_cafe_disgusted__X0EIIJF7.mp4,1,10,21,31,0,0,32.25806452,67.74193548
15_13__walk_down_hall_angry__X0EIIJF7.mp4,0,31,0,31,0,100,100,0
15_14__exit_phone_room__4SO1CSAM.mp4,0,25,6,31,0,100,80.64516129,19.35483871
15_14__exit_phone_room__OMLZILK3.mp4,0,28,3,31,0,100,90.32258065,9.677419355
15_14__exit_phone_room__RNHLLKSQ.mp4,0,28,3,31,0,100,90.32258065,9.677419355
15_14__hugging_happy__OMLZILK3.mp4,1,0,31,31,0,0,0,100
15_14__kitchen_pan__4SO1CSAM.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_14__outside_talking_pan_laughing__OMLZILK3.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_14__outside_talking_still_laughing__RF38N10R.mp4,0,31,0,31,0,100,100,0
15_14__outside_talking_still_laughing__RNHLLKSQ.mp4,0,31,0,31,0,100,100,0
15_14__talking_against_wall__3FRJCJ0V.mp4,1,0,31,31,0,0,0,100
15_14__talking_against_wall__4SO1CSAM.mp4,1,0,31,31,0,0,0,100
15_14__walking_and_outside_surprised__OMLZILK3.mp4,1,0,31,31,0,0,0,100
15_14__walking_down_street_outside_angry__OMLZILK3.mp4,1,0,31,31,0,0,0,100
15_14__walking_outside_cafe_disgusted__RNHLLKSQ.mp4,1,15,16,31,0,0,48.38709677,51.61290323
15_18__kitchen_pan__V5VHLCOW.mp4,0,16,15,31,0,100,51.61290323,48.38709677
